stevilka,domaca_ekipa,gostujoca_ekipa,rezultat,krog,datum,ura,liga
3111783,1276,1250,3-1,9,2019-10-26,20:45,2
3111784,1277,5681,0-1,9,2019-10-25,20:45,2
3111785,1244,1243,2-2,9,2019-10-26,18:00,2
3111786,1251,1242,1-1,9,2019-10-26,15:00,2
3111787,1241,1240,2-1,9,2019-10-27,18:00,2
3111788,1287,1270,1-1,9,2019-10-27,15:00,2
3111789,1268,1256,1-1,9,2019-10-27,15:00,2
3111790,1250,1244,1-2,10,2019-10-29,21:00,2
3111791,1256,1249,3-2,10,2019-10-30,21:00,2
3111792,1242,1276,2-1,10,2019-10-30,21:00,2
3111793,1245,1268,4-0,10,2019-10-30,21:00,2
3111794,1240,1287,1-0,10,2019-10-31,21:00,2
3111795,1270,1255,2-2,10,2019-10-30,19:00,2
3111796,1243,1277,0-1,10,2019-10-29,19:00,2
3111797,1247,1251,1-1,10,2019-10-30,21:00,2
3111798,5681,1259,1-2,10,2019-10-30,21:00,2
3111799,1246,1241,0-4,10,2019-10-30,21:00,2
3111800,1255,1256,0-2,11,2019-11-3,12:30,2
3111801,1249,1244,1-2,11,2019-11-2,18:00,2
3111802,1259,1243,1-1,11,2019-11-3,18:00,2
3111803,1276,1246,1-3,11,2019-11-3,15:00,2
3111804,1277,1250,2-1,11,2019-11-3,15:00,2
3111805,1251,5681,2-2,11,2019-11-3,15:00,2
3111806,1240,1245,1-2,11,2019-11-3,20:45,2
3111807,1241,1270,2-1,11,2019-11-2,15:00,2
3111808,1287,1247,0-1,11,2019-11-4,20:45,2
3111809,1268,1242,0-1,11,2019-11-2,20:45,2
3111810,1250,1268,0-4,12,2019-11-9,15:00,2
3111811,1256,1259,5-2,12,2019-11-10,12:30,2
3111812,1244,1277,2-1,12,2019-11-9,18:00,2
3111813,1242,1240,1-0,12,2019-11-10,20:45,2
3111814,1245,1251,4-2,12,2019-11-10,15:00,2
3111815,1270,1276,0-0,12,2019-11-9,20:45,2
3111816,1243,1241,2-0,12,2019-11-10,18:00,2
3111817,1247,1255,0-0,12,2019-11-10,15:00,2
3111818,5681,1249,3-1,12,2019-11-8,20:45,2
3111819,1246,1287,0-0,12,2019-11-10,15:00,2
3111820,1255,1242,1-3,13,2019-11-23,15:00,2
3111821,1249,1243,2-2,13,2019-11-24,12:30,2
3111822,1277,1259,1-0,13,2019-11-24,15:00,2
3111823,1251,1256,2-2,13,2019-11-25,15:00,2
3111824,1240,1270,1-1,13,2019-11-23,18:00,2
3111825,1241,1250,3-0,13,2019-11-24,15:00,2
3111826,1247,1246,2-1,13,2019-11-24,18:00,2
3111827,5681,1245,1-2,13,2019-11-24,15:00,2
3111828,1287,1276,1-1,13,2019-11-25,20:45,2
3111829,1268,1244,0-3,13,2019-11-23,20:45,2
3111830,1250,1255,0-3,14,2019-11-30,15:00,2
3111831,1256,1247,4-3,14,2019-12-2,20:45,2
3111832,1259,1251,0-1,14,2019-11-30,20:45,2
3111833,1276,1268,0-1,14,2019-11-30,18:00,2
3111834,1277,1241,1-3,14,2019-12-1,20:45,2
3111835,1244,1287,2-1,14,2019-12-1,15:00,2
3111836,1242,5681,2-2,14,2019-12-1,12:30,2
3111837,1245,1246,3-0,14,2019-12-1,15:00,2
3111838,1270,1249,1-2,14,2019-12-1,18:00,2
3111839,1243,1240,0-1,14,2019-12-1,15:00,2
3111840,1255,1277,3-2,15,2019-12-7,15:00,2
3111841,1249,1240,2-3,15,2019-12-8,20:45,2
3111842,1244,1241,0-0,15,2019-12-6,20:45,2
3111843,1245,1242,3-1,15,2019-12-7,20:45,2
3111844,1251,1276,2-2,15,2019-12-8,12:30,2
3111845,1247,1243,0-1,15,2019-12-8,18:00,2
3111846,5681,1256,2-2,15,2019-12-8,15:00,2
3111847,1287,1250,0-1,15,2019-12-8,15:00,2
3111848,1268,1259,2-1,15,2019-12-8,15:00,2
3111849,1246,1270,1-1,15,2019-12-7,18:00,2
3111850,1249,1255,2-1,16,2019-12-15,15:00,2
3111851,1250,1251,3-0,16,2019-12-14,15:00,2
3111852,1256,1245,1-2,16,2019-12-16,20:45,2
3111853,1259,1244,1-1,16,2019-12-15,20:45,2
3111854,1276,1247,0-1,16,2019-12-14,20:45,2
3111855,1277,1268,3-3,16,2019-12-15,12:30,2
3111856,1242,1246,3-1,16,2019-12-15,15:00,2
3111857,1240,5681,0-0,16,2019-12-15,15:00,2
3111858,1270,1243,1-2,16,2019-12-14,18:30,2
3111859,1241,1287,3-1,16,2019-12-15,18:00,2
3111860,1255,1240,5-0,17,2019-12-22,12:30,2
3111861,1259,1241,1-4,17,2019-12-20,20:45,2
3111862,1244,1276,4-0,17,2019-12-21,18:00,2
3111863,1245,1277,0-0,17,2020-2-5,20:45,2
3111864,1251,1249,2-3,17,2019-12-22,15:00,2
3111865,1243,1250,1-1,17,2019-12-22,15:00,2
3111866,1247,1242,1-2,17,2019-12-18,18:55,2
3111867,5681,1270,1-2,17,2019-12-22,20:45,2
3111868,1268,1287,1-2,17,2019-12-21,20:45,2
3111869,1246,1256,2-1,17,2019-12-21,15:00,2
3111870,1255,1243,5-0,18,2020-1-6,15:00,2
3111871,1249,1259,1-1,18,2020-1-6,12:30,2
3111872,1250,1245,1-2,18,2020-1-5,12:30,2
3111873,1276,5681,2-1,18,2020-1-5,18:00,2
3111874,1242,1256,4-0,18,2020-1-6,15:00,2
3111875,1251,1246,0-1,18,2020-1-6,18:00,2
3111876,1240,1247,0-0,18,2020-1-6,15:00,2
3111877,1270,1244,1-3,18,2020-1-6,20:45,2
3111878,1241,1268,0-2,18,2020-1-5,20:45,2
3111879,1287,1277,0-2,18,2020-1-5,15:00,2
3111880,1256,1240,0-2,19,2020-1-11,15:00,2
3111881,1259,1287,1-0,19,2020-1-12,15:00,2
3111882,1277,1276,2-1,19,2020-1-12,18:15,2
3111883,1244,1255,1-1,19,2020-1-11,20:45,2
3111884,1245,1270,1-0,19,2020-1-11,18:00,2
3111885,1243,1251,2-0,19,2020-1-13,20:45,2
3111886,1241,1242,1-2,19,2020-1-12,20:45,2
3111887,1247,1250,5-1,19,2020-1-12,15:00,2
3111888,1268,1249,1-0,19,2020-1-12,15:00,2
3111889,1246,5681,3-0,19,2020-1-12,12:30,2
3111890,1250,1256,2-2,20,2020-1-19,15:00,2
3111891,1270,1259,0-2,20,2020-1-18,20:45,2
3111892,1249,1277,1-1,20,2020-1-19,15:00,2
3111893,1251,1244,1-1,20,2020-1-19,15:00,2
3111894,1242,1243,2-1,20,2020-1-19,20:45,2
3111895,1276,1241,1-3,20,2020-1-19,18:00,2
3111896,1245,1247,5-1,20,2020-1-18,15:00,2
3111897,1255,1287,1-2,20,2020-1-20,20:45,2
3111898,5681,1268,2-1,20,2020-1-18,18:00,2
3111899,1240,1246,3-2,20,2020-1-19,12:30,2
3111900,1268,1255,0-7,21,2020-1-25,20:45,2
3111901,1287,1249,1-3,21,2020-1-25,15:00,2
3111902,1244,1256,1-1,21,2020-1-26,12:30,2
3111903,1259,1276,0-0,21,2020-1-25,18:00,2
3111904,1270,1242,2-1,21,2020-1-26,20:45,2
3111905,1241,1245,1-1,21,2020-1-26,18:00,2
3111906,1277,1251,3-0,21,2020-1-26,15:00,2
3111907,1250,1240,0-1,21,2020-1-24,20:45,2
3111908,1247,5681,0-0,21,2020-1-26,15:00,2
3111909,1243,1246,2-0,21,2020-1-26,15:00,2
3111910,1249,1250,2-1,22,2020-2-1,15:00,2
3111911,1242,1259,3-0,22,2020-2-2,12:30,2
3111912,1255,1276,2-2,22,2020-2-2,15:00,2
3111913,1240,1277,1-1,22,2020-2-2,15:00,2
3111914,1246,1244,0-2,22,2020-2-2,20:45,2
3111915,1247,1270,2-4,22,2020-2-3,20:45,2
3111916,1256,1243,2-2,22,2020-2-1,18:00,2
3111917,5681,1241,4-2,22,2020-2-1,20:45,2
3111918,1245,1287,5-1,22,2020-2-2,15:00,2
3111919,1251,1268,4-0,22,2020-2-2,18:00,2
3111920,1259,1255,1-2,23,2020-2-8,15:00,2
3111921,1241,1249,2-3,23,2020-2-7,20:45,2
3111922,1276,1256,1-0,23,2020-2-9,15:00,2
3111923,1277,1242,2-1,23,2020-2-8,20:45,2
3111924,1243,1245,0-1,23,2020-2-9,18:00,2
3111925,1270,1251,2-3,23,2020-2-9,15:00,2
3111926,1244,1240,4-2,23,2020-2-9,20:45,2
3111927,1268,1247,1-3,23,2020-2-8,18:00,2
3111928,1287,5681,1-2,23,2020-2-9,12:30,2
3111929,1250,1246,1-1,23,2020-2-9,15:00,2
3111930,1242,1250,2-0,24,2020-2-16,15:00,2
3111931,1247,1259,1-5,24,2020-2-16,15:00,2
3111932,1249,1276,0-3,24,2020-2-15,18:00,2
3111933,1246,1277,0-0,24,2020-2-16,12:30,2
3111934,1245,1244,2-1,24,2020-2-16,20:45,2
3111935,1256,1270,0-1,24,2020-2-16,18:00,2
3111936,5681,1243,0-1,24,2020-2-16,15:00,2
3111937,1255,1241,2-1,24,2020-2-15,20:45,2
3111938,1251,1287,2-1,24,2020-2-15,15:00,2
3111939,1240,1268,1-0,24,2020-2-17,20:45,2
3111940,1277,1256,Prestavljena,25,2020-3-18,,2
3111941,1287,1242,1-2,25,2020-2-22,18:00,2
3111942,1276,1245,2-3,25,2020-2-23,12:30,2
3111943,1241,1251,4-0,25,2020-2-23,18:00,2
3111944,1259,1240,1-1,25,2020-2-22,20:45,2
3111945,1250,1270,1-2,25,2020-2-21,20:45,2
3111946,1268,1243,Prestavljena,25,2020-3-18,,2
3111947,1244,1247,Prestavljena,25,2020-2-23,,2
3111948,1255,5681,Prestavljena,25,2020-3-18,,2
3111949,1249,1246,1-1,25,2020-2-22,15:00,2
3111950,1251,1255,2-7,26,2020-3-1,15:00,2
3111951,1245,1249,2-0,26,2020-2-29,15:00,2
3111952,5681,1250,3-0,26,2020-3-9,18:30,2
3111953,1246,1259,0-0,26,2020-3-8,18:00,2
3111954,1240,1276,1-2,26,2020-3-8,15:00,2
3111955,1247,1277,2-1,26,2020-3-8,15:00,2
3111956,1242,1244,2-0,26,2020-3-8,20:45,2
3111957,1256,1241,3-4,26,2020-3-1,18:00,2
3111958,1243,1287,0-1,26,2020-3-8,13:45,2
3111959,1270,1268,2-1,26,2020-2-29,20:45,2
3111960,1259,1250,Prestavljena,27,2020-3-15,,2
3111961,1287,1256,Prestavljena,27,2020-3-14,,2
3111962,1249,1242,Prestavljena,27,2020-3-13,,2
3111963,1255,1245,Prestavljena,27,2020-3-15,,2
3111964,1251,1240,Prestavljena,27,2020-3-15,,2
3111965,1277,1270,Prestavljena,27,2020-3-13,,2
3111966,1276,1243,Prestavljena,27,2020-3-14,,2
3111967,1241,1247,Prestavljena,27,2020-3-15,,2
3111968,1244,5681,Prestavljena,27,2020-3-15,,2
3111969,1268,1246,Prestavljena,27,2020-3-14,,2
3111970,1246,1255,Prestavljena,28,2020-3-22,,2
3111971,1247,1249,Prestavljena,28,2020-3-21,,2
3111972,1245,1259,Prestavljena,28,2020-3-20,,2
3111973,1250,1276,Prestavljena,28,2020-3-21,,2
3111974,5681,1277,Prestavljena,28,2020-3-22,,2
3111975,1243,1244,Prestavljena,28,2020-3-22,,2
3111976,1242,1251,Prestavljena,28,2020-3-21,,2
3111977,1240,1241,Prestavljena,28,2020-3-22,,2
3111978,1270,1287,Prestavljena,28,2020-3-22,,2
3111979,1256,1268,Prestavljena,28,2020-3-22,,2
3111980,1244,1250,Prestavljena,29,2020-3-22,,2
3111981,1249,1256,Prestavljena,29,2020-3-22,,2
3111982,1276,1242,Prestavljena,29,2020-3-21,,2
3111983,1268,1245,Prestavljena,29,2020-3-21,,2
3111984,1287,1240,Prestavljena,29,2020-3-21,,2
3111985,1255,1270,Prestavljena,29,2020-3-22,,2
3111986,1277,1243,Prestavljena,29,2020-3-22,,2
3111987,1251,1247,Prestavljena,29,2020-3-22,,2
3111988,1259,5681,Prestavljena,29,2020-3-20,,2
3111989,1241,1246,Prestavljena,29,2020-3-22,,2
3111990,1256,1255,Neodigrana,30,2020-4-4,,2
3111991,1244,1249,Neodigrana,30,2020-4-5,,2
3111992,1243,1259,Neodigrana,30,2020-4-5,,2
3111993,1246,1276,Neodigrana,30,2020-4-6,,2
3111994,1250,1277,Neodigrana,30,2020-4-5,,2
3111995,5681,1251,Neodigrana,30,2020-4-5,,2
3111996,1245,1240,Neodigrana,30,2020-4-5,,2
3111997,1270,1241,Neodigrana,30,2020-4-4,,2
3111998,1247,1287,Neodigrana,30,2020-4-5,,2
3111999,1242,1268,Neodigrana,30,2020-4-4,,2
3112000,1268,1250,Neodigrana,31,2020-4-11,,2
3112001,1259,1256,Neodigrana,31,2020-4-11,,2
3112002,1277,1244,Neodigrana,31,2020-4-11,,2
3112003,1240,1242,Neodigrana,31,2020-4-11,,2
3112004,1251,1245,Neodigrana,31,2020-4-11,,2
3112005,1276,1270,Neodigrana,31,2020-4-11,,2
3112006,1241,1243,Neodigrana,31,2020-4-11,,2
3112007,1255,1247,Neodigrana,31,2020-4-11,,2
3112008,1249,5681,Neodigrana,31,2020-4-11,,2
3112009,1287,1246,Neodigrana,31,2020-4-11,,2
3112010,1242,1255,Neodigrana,32,2020-4-19,,2
3112011,1243,1249,Neodigrana,32,2020-4-19,,2
3112012,1259,1277,Neodigrana,32,2020-4-19,,2
3112013,1256,1251,Neodigrana,32,2020-4-19,,2
3112014,1270,1240,Neodigrana,32,2020-4-19,,2
3112015,1250,1241,Neodigrana,32,2020-4-19,,2
3112016,1246,1247,Neodigrana,32,2020-4-19,,2
3112017,1245,5681,Neodigrana,32,2020-4-19,,2
3112018,1276,1287,Neodigrana,32,2020-4-19,,2
3112019,1244,1268,Neodigrana,32,2020-4-19,,2
3112020,1255,1250,Neodigrana,33,2020-4-22,,2
3112021,1247,1256,Neodigrana,33,2020-4-22,,2
3112022,1251,1259,Neodigrana,33,2020-4-22,,2
3112023,1268,1276,Neodigrana,33,2020-4-22,,2
3112024,1241,1277,Neodigrana,33,2020-4-22,,2
3112025,1287,1244,Neodigrana,33,2020-4-22,,2
3112026,5681,1242,Neodigrana,33,2020-4-22,,2
3112027,1246,1245,Neodigrana,33,2020-4-22,,2
3112028,1249,1270,Neodigrana,33,2020-4-22,,2
3112029,1240,1243,Neodigrana,33,2020-4-22,,2
3112030,1277,1255,Neodigrana,34,2020-4-26,,2
3112031,1240,1249,Neodigrana,34,2020-4-26,,2
3112032,1241,1244,Neodigrana,34,2020-4-26,,2
3112033,1242,1245,Neodigrana,34,2020-4-26,,2
3112034,1276,1251,Neodigrana,34,2020-4-26,,2
3112035,1243,1247,Neodigrana,34,2020-4-26,,2
3112036,1256,5681,Neodigrana,34,2020-4-26,,2
3112037,1250,1287,Neodigrana,34,2020-4-26,,2
3112038,1259,1268,Neodigrana,34,2020-4-26,,2
3112039,1270,1246,Neodigrana,34,2020-4-26,,2
3112040,1255,1249,Neodigrana,35,2020-5-3,,2
3112041,1251,1250,Neodigrana,35,2020-5-3,,2
3112042,1245,1256,Neodigrana,35,2020-5-3,,2
3112043,1244,1259,Neodigrana,35,2020-5-3,,2
3112044,1247,1276,Neodigrana,35,2020-5-3,,2
3112045,1268,1277,Neodigrana,35,2020-5-3,,2
3112046,1246,1242,Neodigrana,35,2020-5-3,,2
3112047,5681,1240,Neodigrana,35,2020-5-3,,2
3112048,1243,1270,Neodigrana,35,2020-5-3,,2
3112049,1287,1241,Neodigrana,35,2020-5-3,,2
3112050,1240,1255,Neodigrana,36,2020-5-10,,2
3112051,1241,1259,Neodigrana,36,2020-5-10,,2
3112052,1276,1244,Neodigrana,36,2020-5-10,,2
3112053,1277,1245,Neodigrana,36,2020-5-10,,2
3112054,1249,1251,Neodigrana,36,2020-5-10,,2
3112055,1250,1243,Neodigrana,36,2020-5-10,,2
3112056,1242,1247,Neodigrana,36,2020-5-10,,2
3112057,1270,5681,Neodigrana,36,2020-5-10,,2
3112058,1287,1268,Neodigrana,36,2020-5-10,,2
3112059,1256,1246,Neodigrana,36,2020-5-10,,2
3112060,1243,1255,Neodigrana,37,2020-5-17,,2
3112061,1259,1249,Neodigrana,37,2020-5-17,,2
3112062,1245,1250,Neodigrana,37,2020-5-17,,2
3112063,5681,1276,Neodigrana,37,2020-5-17,,2
3112064,1256,1242,Neodigrana,37,2020-5-17,,2
3112065,1246,1251,Neodigrana,37,2020-5-17,,2
3112066,1247,1240,Neodigrana,37,2020-5-17,,2
3112067,1244,1270,Neodigrana,37,2020-5-17,,2
3112068,1268,1241,Neodigrana,37,2020-5-17,,2
3112069,1277,1287,Neodigrana,37,2020-5-17,,2
3112070,1240,1256,Neodigrana,38,2020-5-24,,2
3112071,1287,1259,Neodigrana,38,2020-5-24,,2
3112072,1276,1277,Neodigrana,38,2020-5-24,,2
3112073,1255,1244,Neodigrana,38,2020-5-24,,2
3112074,1270,1245,Neodigrana,38,2020-5-24,,2
3112075,1251,1243,Neodigrana,38,2020-5-24,,2
3112076,1242,1241,Neodigrana,38,2020-5-24,,2
3112077,1250,1247,Neodigrana,38,2020-5-24,,2
3112078,1249,1268,Neodigrana,38,2020-5-24,,2
3112079,5681,1246,Neodigrana,38,2020-5-24,,2
3047020,961,974,2-2,1,2019-8-16,20:30,3
3047021,964,1000,5-1,1,2019-8-17,15:30,3
3047022,963,1013,3-2,1,2019-8-17,15:30,3
3047023,971,966,0-0,1,2019-8-17,18:30,3
3047024,968,980,2-1,1,2019-8-17,15:30,3
3047025,979,1001,1-0,1,2019-8-18,15:30,3
3047026,960,1029,1-3,1,2019-8-17,15:30,3
3047027,970,977,3-0,1,2019-8-17,15:30,3
3047028,1026,13410,0-4,1,2019-8-18,18:00,3
3047029,13410,979,2-1,2,2019-8-25,15:30,3
3047030,1001,960,3-2,2,2019-8-24,15:30,3
3047031,1029,963,1-3,2,2019-8-24,15:30,3
3047032,974,968,0-3,2,2019-8-25,18:00,3
3047033,977,971,1-3,2,2019-8-24,15:30,3
3047034,966,961,0-3,2,2019-8-24,18:30,3
3047035,1000,1026,1-1,2,2019-8-24,15:30,3
3047036,980,964,1-3,2,2019-8-23,20:30,3
3047037,1013,970,1-3,2,2019-8-24,15:30,3
3047038,961,977,6-1,3,2019-8-31,15:30,3
3047039,963,1001,0-0,3,2019-8-31,15:30,3
3047040,971,13410,1-3,3,2019-8-30,20:30,3
3047041,968,1013,1-1,3,2019-8-31,15:30,3
3047042,979,1029,2-1,3,2019-9-1,18:00,3
3047043,960,1000,3-2,3,2019-9-1,15:30,3
3047044,970,980,1-2,3,2019-8-31,15:30,3
3047045,966,974,3-0,3,2019-8-31,15:30,3
3047046,1026,964,3-1,3,2019-8-31,18:30,3
3047047,964,963,4-0,4,2019-9-14,15:30,3
3047048,13410,961,1-1,4,2019-9-14,18:30,3
3047049,1001,970,0-3,4,2019-9-15,15:30,3
3047050,1029,968,1-1,4,2019-9-13,20:30,3
3047051,977,974,2-1,4,2019-9-14,15:30,3
3047052,1000,979,2-1,4,2019-9-14,15:30,3
3047053,980,971,0-1,4,2019-9-14,15:30,3
3047054,1013,966,1-5,4,2019-9-15,18:00,3
3047055,1026,960,1-2,4,2019-9-14,15:30,3
3047056,961,980,4-0,5,2019-9-21,15:30,3
3047057,963,1026,2-0,5,2019-9-21,15:30,3
3047058,971,1029,2-1,5,2019-9-22,15:30,3
3047059,968,1001,1-1,5,2019-9-23,20:30,3
3047060,979,964,2-2,5,2019-9-22,18:00,3
3047061,960,13410,0-3,5,2019-9-21,18:30,3
3047062,974,1013,2-1,5,2019-9-21,15:30,3
3047063,970,1000,1-1,5,2019-9-21,15:30,3
3047064,966,977,2-1,5,2019-9-20,20:30,3
3047065,964,960,2-2,6,2019-9-28,18:30,3
3047066,13410,966,1-3,6,2019-9-28,15:30,3
3047067,1001,971,0-3,6,2019-9-28,15:30,3
3047068,1029,970,1-2,6,2019-9-29,15:30,3
3047069,977,968,0-1,6,2019-9-28,15:30,3
3047070,1000,963,0-3,6,2019-9-28,15:30,3
3047071,980,974,0-4,6,2019-9-29,18:00,3
3047072,1013,961,2-3,6,2019-9-28,15:30,3
3047073,1026,979,1-2,6,2019-9-27,20:30,3
3047074,961,1001,1-2,7,2019-10-5,15:30,3
3047075,963,13410,1-1,7,2019-10-5,15:30,3
3047076,971,1000,5-1,7,2019-10-6,13:30,3
3047077,968,1026,1-0,7,2019-10-6,15:30,3
3047078,979,960,2-2,7,2019-10-6,18:00,3
3047079,974,1029,3-1,7,2019-10-4,20:30,3
3047080,970,964,2-2,7,2019-10-5,15:30,3
3047081,966,980,1-1,7,2019-10-5,18:30,3
3047082,1013,977,1-2,7,2019-10-5,15:30,3
3047083,964,971,1-0,8,2019-10-19,18:30,3
3047084,13410,968,1-1,8,2019-10-19,15:30,3
3047085,979,963,3-0,8,2019-10-18,20:30,3
3047086,960,974,1-1,8,2019-10-19,15:30,3
3047087,1001,966,2-0,8,2019-10-20,18:00,3
3047088,1029,977,1-0,8,2019-10-19,15:30,3
3047089,1000,961,2-2,8,2019-10-19,15:30,3
3047090,980,1013,3-0,8,2019-10-20,15:30,3
3047091,1026,970,2-0,8,2019-10-19,15:30,3
3047092,961,1026,2-1,9,2019-10-26,15:30,3
3047093,963,960,2-2,9,2019-10-26,18:30,3
3047094,971,979,4-2,9,2019-10-27,18:00,3
3047095,968,1000,0-0,9,2019-10-27,15:30,3
3047096,974,1001,2-3,9,2019-10-26,15:30,3
3047097,977,980,3-1,9,2019-10-25,20:30,3
3047098,970,13410,2-1,9,2019-10-26,15:30,3
3047099,966,964,0-0,9,2019-10-26,15:30,3
3047100,1013,1029,2-0,9,2019-10-26,15:30,3
3047101,964,968,3-0,10,2019-11-2,15:30,3
3047102,13410,977,8-0,10,2019-11-2,15:30,3
3047103,963,971,1-2,10,2019-11-2,15:30,3
3047104,979,961,5-1,10,2019-11-2,15:30,3
3047105,960,970,2-2,10,2019-11-2,15:30,3
3047106,1001,1013,3-0,10,2019-11-1,20:30,3
3047107,1029,980,2-0,10,2019-11-3,15:30,3
3047108,1000,966,2-3,10,2019-11-3,18:00,3
3047109,1026,974,1-0,10,2019-11-2,18:30,3
3047110,961,964,4-0,11,2019-11-9,18:30,3
3047111,971,960,3-1,11,2019-11-10,13:30,3
3047112,968,963,0-2,11,2019-11-10,15:30,3
3047113,974,13410,2-4,11,2019-11-9,15:30,3
3047114,977,1026,2-3,11,2019-11-9,15:30,3
3047115,970,979,1-0,11,2019-11-10,18:00,3
3047116,966,1029,3-3,11,2019-11-9,15:30,3
3047117,980,1001,1-2,11,2019-11-8,20:30,3
3047118,1013,1000,0-1,11,2019-11-9,15:30,3
3047119,964,1013,3-3,12,2019-11-22,20:30,3
3047120,13410,980,4-1,12,2019-11-23,18:30,3
3047121,963,970,1-1,12,2019-11-23,15:30,3
3047122,979,968,0-2,12,2019-11-23,15:30,3
3047123,960,966,1-2,12,2019-11-23,15:30,3
3047124,1001,977,1-5,12,2019-11-24,18:00,3
3047125,1029,961,0-4,12,2019-11-23,15:30,3
3047126,1000,974,4-0,12,2019-11-24,15:30,3
3047127,1026,971,2-0,12,2019-11-23,15:30,3
3047128,961,963,1-2,13,2019-11-30,18:30,3
3047129,971,970,4-2,13,2019-12-1,15:30,3
3047130,968,960,2-3,13,2019-12-1,18:00,3
3047131,1001,1029,1-1,13,2019-11-30,15:30,3
3047132,974,964,1-2,13,2019-11-30,15:30,3
3047133,977,979,2-1,13,2019-12-2,20:30,3
3047134,966,1026,2-1,13,2019-11-29,20:30,3
3047135,980,1000,1-1,13,2019-11-30,15:30,3
3047136,1013,13410,2-3,13,2019-11-30,15:30,3
3047137,964,1029,5-0,14,2019-12-7,15:30,3
3047138,13410,1001,3-1,14,2019-12-7,15:30,3
3047139,963,966,2-1,14,2019-12-7,18:30,3
3047140,971,961,2-1,14,2019-12-7,15:30,3
3047141,979,974,2-2,14,2019-12-6,20:30,3
3047142,960,1013,0-1,14,2019-12-8,18:00,3
3047143,970,968,1-0,14,2019-12-7,15:30,3
3047144,1000,977,2-1,14,2019-12-7,15:30,3
3047145,1026,980,2-0,14,2019-12-8,15:30,3
3047146,961,960,6-1,15,2019-12-14,15:30,3
3047147,968,971,2-1,15,2019-12-15,15:30,3
3047148,1001,1000,2-4,15,2019-12-13,20:30,3
3047149,1029,13410,0-3,15,2019-12-14,18:30,3
3047150,974,970,1-0,15,2019-12-14,15:30,3
3047151,977,964,0-4,15,2019-12-14,15:30,3
3047152,966,979,1-0,15,2019-12-15,18:00,3
3047153,980,963,2-0,15,2019-12-14,15:30,3
3047154,1013,1026,1-1,15,2019-12-14,15:30,3
3047155,964,13410,3-3,16,2019-12-17,20:30,3
3047156,963,974,0-1,16,2019-12-18,18:30,3
3047157,971,1013,2-0,16,2019-12-18,20:30,3
3047158,968,966,1-1,16,2019-12-18,20:30,3
3047159,979,980,2-4,16,2019-12-18,20:30,3
3047160,960,977,0-5,16,2019-12-17,18:30,3
3047161,970,961,1-3,16,2019-12-18,20:30,3
3047162,1000,1029,3-0,16,2019-12-17,20:30,3
3047163,1026,1001,0-2,16,2019-12-17,20:30,3
3047164,961,968,2-0,17,2019-12-21,15:30,3
3047165,13410,1000,3-1,17,2019-12-21,15:30,3
3047166,1001,964,2-1,17,2019-12-20,20:30,3
3047167,1029,1026,2-1,17,2019-12-22,15:30,3
3047168,974,971,0-0,17,2019-12-21,18:30,3
3047169,977,963,0-1,17,2019-12-21,15:30,3
3047170,966,970,2-2,17,2019-12-21,15:30,3
3047171,980,960,1-0,17,2019-12-21,15:30,3
